"complex","gene_name"
"C complex spliceosome","411778"
"c-MYC-ATPase-helicase complex","726816"
"c-MYC-ATPase-helicase complex","409544"
"c-MYC-ATPase-helicase complex","410502"
"C2ORF3-Prp43-TFIP11 complex","551824"
"C2ORF3-Prp43-TFIP11 complex","408611"
"CAK complex (Cdk-activating kinase complex)","LOC412339"
"CAK complex (Cdk-activating kinase complex)","410459"
"CAK complex (Cdk-activating kinase complex)","412613"
"CAK core complex (Cdk-activating kinase core complex)","LOC412339"
"CAK core complex (Cdk-activating kinase core complex)","410459"
"CAK-ERCC2 complex","412700"
"CAK-ERCC2 complex","LOC412339"
"CAK-ERCC2 complex","410459"
"CAK-ERCC2 complex","412613"
"CAMK2-delta-MASH1 promoter-coactivator complex","552095"
"CAMK2-delta-MASH1 promoter-coactivator complex","LOC550829"
"CAND1-CUL1-RBX1 complex","408691"
"CAND1-CUL1-RBX1 complex","410565"
"CAND1-CUL1-RBX1 complex","409918"
"CAND1-CUL2-RBX1 complex","408691"
"CAND1-CUL2-RBX1 complex","LOC725467"
"CAND1-CUL2-RBX1 complex","409918"
"CAND1-CUL3-RBX1 complex","408691"
"CAND1-CUL3-RBX1 complex","LOC552700"
"CAND1-CUL3-RBX1 complex","409918"
"CAND1-CUL4A-RBX1 complex","408691"
"CAND1-CUL4A-RBX1 complex","409918"
"CAND1-CUL4B-RBX1 complex","408691"
"CAND1-CUL4B-RBX1 complex","409918"
"CAP(C)-CAP(E) complex","412832"
"CAP(C)-CAP(E) complex","413418"
"CBC complex (cap binding complex)","413877"
"CBC complex (cap binding complex)","409476"
"CBF-DNA complex","725757"
"CBF-DNA complex","411193"
"CBF-DNA complex","408615"
"CCC complex","LOC412249"
"CCC complex","LOC408609"
"CCC complex","411237"
"CCC complex","726232"
"CCC complex","409913"
"CCC complex","725475"
"CCC complex","LOC100578763"
"CCC complex","725684"
"CCC-Wash (WASH1, FAM21C) complex","LOC412249"
"CCC-Wash (WASH1, FAM21C) complex","LOC408609"
"CCC-Wash (WASH1, FAM21C) complex","411237"
"CCC-Wash (WASH1, FAM21C) complex","726232"
"CCC-Wash (WASH1, FAM21C) complex","409913"
"CCC-Wash (WASH1, FAM21C) complex","725475"
"CCC-Wash (WASH1, FAM21C) complex","LOC100578763"
"CCC-Wash (WASH1, FAM21C) complex","725684"
"CCDC22-CCDC93-C16orf62 complex","LOC412249"
"CCDC22-CCDC93-C16orf62 complex","LOC408609"
"CCDC22-CCDC93-C16orf62 complex","411237"
"CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex","LOC412249"
"CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex","LOC408609"
"CCDC22-CCDC93-C16orf62-FAM21-WASH1 complex","411237"
"CCDC22-COMMD1-CUL2 complex","LOC412249"
"CCDC22-COMMD1-CUL2 complex","LOC725467"
"CCDC22-COMMD8-CUL1 complex","LOC412249"
"CCDC22-COMMD8-CUL1 complex","410565"
"CCDC22-COMMD8-CUL1 complex","725475"
"CCR4-NOT complex","LOC412371"
"CCR4-NOT complex","411794"
"CCR4-NOT complex","LOC412552"
"CCR4-NOT complex","LOC409280"
"CCR4-NOT complex","552826"
"CCR4-NOT complex","552434"
"CCR4-NOT-CNOT7-CNOT6 complex","LOC412371"
"CCR4-NOT-CNOT7-CNOT6 complex","411794"
"CCR4-NOT-CNOT7-CNOT6 complex","LOC409280"
"CCR4-NOT-CNOT7-CNOT6 complex","552826"
"CCR4-NOT-CNOT7-CNOT6 complex","552434"
"CCR4-NOT-CNOT7-CNOT6L complex","LOC412371"
"CCR4-NOT-CNOT7-CNOT6L complex","411794"
"CCR4-NOT-CNOT7-CNOT6L complex","LOC412552"
"CCR4-NOT-CNOT7-CNOT6L complex","LOC409280"
"CCR4-NOT-CNOT7-CNOT6L complex","552826"
"CCR4-NOT-CNOT7-CNOT6L complex","552434"
"CCR4-NOT-CNOT8-CNOT6 complex","LOC412371"
"CCR4-NOT-CNOT8-CNOT6 complex","411794"
"CCR4-NOT-CNOT8-CNOT6 complex","LOC409280"
"CCR4-NOT-CNOT8-CNOT6 complex","552826"
"CCR4-NOT-CNOT8-CNOT6 complex","552434"
"CCR4-NOT-CNOT8-CNOT6L complex","LOC412371"
"CCR4-NOT-CNOT8-CNOT6L complex","411794"
"CCR4-NOT-CNOT8-CNOT6L complex","LOC412552"
"CCR4-NOT-CNOT8-CNOT6L complex","LOC409280"
"CCR4-NOT-CNOT8-CNOT6L complex","552826"
"CCR4-NOT-CNOT8-CNOT6L complex","552434"
"CCT complex (chaperonin containing TCP1 complex)","409134"
"CCT complex (chaperonin containing TCP1 complex)","409825"
"CCT complex (chaperonin containing TCP1 complex)","409296"
"CCT complex (chaperonin containing TCP1 complex)","551436"
"CCT complex (chaperonin containing TCP1 complex)","551275"
"CCT complex (chaperonin containing TCP1 complex)","409809"
"CCT complex (chaperonin containing TCP1 complex)","550694"
"CCT complex (chaperonin containing TCP1 complex), testis specific","550694"
"CCT complex (chaperonin containing TCP1 complex), testis specific","551275"
"CCT complex (chaperonin containing TCP1 complex), testis specific","409134"
"CCT complex (chaperonin containing TCP1 complex), testis specific","409296"
"CCT complex (chaperonin containing TCP1 complex), testis specific","409825"
"CCT complex (chaperonin containing TCP1 complex), testis specific","409809"
"CCT complex (chaperonin containing TCP1 complex), testis specific","551436"
"CCT-Pdcl complex","409825"
"CCT-Pdcl complex","550694"
"CCT-Pdcl complex","551275"
"CCT-Pdcl complex","409134"
"CCT-Pdcl complex","409296"
"CCT-Pdcl complex","409809"
"CCT-Pdcl complex","551436"
"CCT-Prefoldin complex","552807"
"CCT-Prefoldin complex","726689"
"CCT-Prefoldin complex","551893"
"CCT-Prefoldin complex","550694"
"CCT-Prefoldin complex","551275"
"CCT-Prefoldin complex","409134"
"CCT-Prefoldin complex","409296"
"CCT-Prefoldin complex","409825"
"CCT-Prefoldin complex","409809"
"CCT-Prefoldin complex","551436"
"CCT-Prefoldin complex","411936"
"CCT-Prefoldin complex","102656136"
"CCT-Prefoldin complex","726085"
"CCT-Prefoldin complex, testis specific","552807"
"CCT-Prefoldin complex, testis specific","726689"
"CCT-Prefoldin complex, testis specific","551893"
"CCT-Prefoldin complex, testis specific","550694"
"CCT-Prefoldin complex, testis specific","551275"
"CCT-Prefoldin complex, testis specific","409134"
"CCT-Prefoldin complex, testis specific","409296"
"CCT-Prefoldin complex, testis specific","409825"
"CCT-Prefoldin complex, testis specific","409809"
"CCT-Prefoldin complex, testis specific","551436"
"CCT-Prefoldin complex, testis specific","411936"
"CCT-Prefoldin complex, testis specific","102656136"
"CCT-Prefoldin complex, testis specific","726085"
"CD147-gamma-secretase complex","552178"
"CD147-gamma-secretase complex","551695"
"CDC2-PCNA-CCNB1-GADD45A complex","409590"
"CDC2-PCNA-CCNB1-GADD45A complex","727275"
"CDC2-PCNA-CCNB1-GADD45B complex","409590"
"CDC2-PCNA-CCNB1-GADD45B complex","727275"
"CDC2-PCNA-CCNB1-GADD45G complex","409590"
"CDC2-PCNA-CCNB1-GADD45G complex","727275"
"CDC5L complex","552198"
"CDC5L complex","551331"
"CDC5L complex","408527"
"CDC5L complex","412064"
"CDC5L complex","552559"
"CDC5L complex","LOC414039"
"CDC5L complex","724533"
"CDC5L complex","LOC552548"
"CDC5L complex","410040"
"CDC5L complex","552452"
"CDC5L complex","726336"
"CDC5L complex","LOC725068"
"CDC5L complex","410434"
"CDC5L complex","409457"
"CDC5L complex","LOC552527"
"CDC5L complex","408632"
"CDC5L complex","408750"
"CDC5L core complex","552198"
"CDC5L core complex","408527"
"CDC5L core complex","409457"
"CDC5L core complex","LOC552527"
"CDC5L core complex","408750"
"Cell cycle kinase complex CDC2","409590"
"Cell cycle kinase complex CDC2","727275"
"Cell cycle kinase complex CDK5","727275"
"Cell cycle kinase complex CDK5","408325"
"Cell division cycle complex (CDC27, CDC16, ANAPC7)","LOC409522"
"Cell division cycle complex (CDC27, CDC16, ANAPC7)","550920"
"Cell division cycle complex (CDC27, CDC16, ANAPC7)","412712"
"CEN complex","Hsc70-3"
"CEN complex","726058"
"CEN complex","552833"
"CEN complex","LOC412593"
"CEN complex","100576938"
"CEN complex","410343"
"CEN complex","LOC726778"
"CEN complex","LOC725879"
"CEN complex","LOC413091"
"CEN complex","LOC410144"
"CEN complex","551612"
"CENP-A nucleosomal complex","725230"
"CENP-A nucleosomal complex","726058"
"CENP-A nucleosomal complex","100576938"
"CENP-A nucleosomal complex","LOC725879"
"CENP-A nucleosomal complex","551612"
"CENP-H-I complex","100576938"
"CENP-H-I complex","LOC725879"
"CF IIAm complex (Cleavage factor IIAm complex)","552140"
"CF IIAm complex (Cleavage factor IIAm complex)","LOC726598"
"CF IIAm complex (Cleavage factor IIAm complex)","LOC409322"
"CF IIAm complex (Cleavage factor IIAm complex)","551734"
"CF IIAm complex (Cleavage factor IIAm complex)","LOC550656"
"CF IIAm complex (Cleavage factor IIAm complex)","412010"
"CF IIAm complex (Cleavage factor IIAm complex)","551305"
"CF IIAm complex (Cleavage factor IIAm complex)","102653588"
"Chromatin assembly complex (CAF-1 complex)","552200"
"Chromatin assembly complex (CAF-1 complex)","551918"
"Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)","409405"
"Chromosomal passenger complex CPC (CDCA8, AURKB, BIRC5)","724643"
"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)","409405"
"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)","724643"
"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)","409405"
"Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)","724643"
"CHTF18-RFC2-5 complex","LOC726018"
"CHTF18-RFC2-5 complex","LOC551540"
"CHTF18-RFC2-5 complex","410266"
"CHTF18-RFC2-5 complex","551990"
"CHTF18-RFC2-5 complex","726742"
"CHTOP-methylosome complex","410664"
"CHTOP-methylosome complex","724144"
"CHTOP-methylosome complex","LOC724567"
"CIA2B-CIA1-MMS19 complex","551415"
"CIA2B-CIA1-MMS19 complex","552848"
"Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )","409117"
"Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )","LOC410493"
"Class C Vps complex (hVPS11, hVPS18, hVPS16, rVPS33a )","LOC413525"
"Class C Vps complex (hVPS11, hVPS18, rVPS33a )","LOC410493"
"Class C Vps complex (hVPS11, hVPS18, rVPS33a )","LOC413525"
"Class C Vps complex (VPS11, VPS18, STX7)","LOC410493"
"Class C Vps complex (VPS11, VPS18, STX7)","LOC413525"
"Class C Vps complex (VPS11, VPS18, VPS16)","409117"
"Class C Vps complex (VPS11, VPS18, VPS16)","LOC410493"
"Class C Vps complex (VPS11, VPS18, VPS16)","LOC413525"
"Class C VPS/HOPS complex","409186"
"Class C VPS/HOPS complex","409117"
"Class C VPS/HOPS complex","LOC410493"
"Class C VPS/HOPS complex","LOC413525"
"Cleavage and polyadenylation factor (CPSF)","LOC412627"
"Cleavage and polyadenylation factor (CPSF)","LOC551997"
"Cleavage and polyadenylation factor (CPSF)","411465"
"Cleavage and polyadenylation factor (CPSF)","102653588"
"Cleavage stimulation factor","409688"
"Cleavage stimulation factor","410390"
"ClpXP complex","411141"
"ClpXP complex","409011"
"CNOT1-CNOT2-CNOT3 complex","LOC412371"
"CNOT1-CNOT2-CNOT3 complex","411794"
"CNOT1-CNOT2-CNOT3 complex","552826"
"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic","725230"
"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic","726888"
"Codanin-1-Asf1\u2013histone H3.1-histone H4\u2013importin-4 complex,  cytosolic","LOC412817"
"COG complex","LOC411239"
"COG complex","552714"
"COG complex","LOC727228"
"COG complex","410387"
"COG complex","551090"
"COG complex","LOC411125"
"COG complex","552540"
"COG complex","410298"
"COG1-COG8 subcomplex","LOC727228"
"COG1-COG8 subcomplex","551090"
"COG1-COG8-COG2-COG3-COG4 subcomplex","552714"
"COG1-COG8-COG2-COG3-COG4 subcomplex","LOC727228"
"COG1-COG8-COG2-COG3-COG4 subcomplex","410387"
"COG1-COG8-COG2-COG3-COG4 subcomplex","551090"
"COG1-COG8-COG2-COG3-COG4 subcomplex","LOC411125"
"COG1-COG8-COG5-COG6-COG7 subcomplex","LOC411239"
"COG1-COG8-COG5-COG6-COG7 subcomplex","LOC727228"
"COG1-COG8-COG5-COG6-COG7 subcomplex","551090"
"COG1-COG8-COG5-COG6-COG7 subcomplex","552540"
"COG1-COG8-COG5-COG6-COG7 subcomplex","410298"
"COG2-COG3-COG4 subcomplex","552714"
"COG2-COG3-COG4 subcomplex","410387"
"COG2-COG3-COG4 subcomplex","LOC411125"
"COG5-COG6-COG7 subcomplex","LOC411239"
"COG5-COG6-COG7 subcomplex","552540"
"COG5-COG6-COG7 subcomplex","410298"
"Cohesin-SA1 complex","411619"
"Cohesin-SA1 complex","411589"
"Cohesin-SA1 complex","410217"
"Cohesin-SA2 complex","411619"
"Cohesin-SA2 complex","411589"
"Cohesin-SA2 complex","410217"
"COMMD1-CCDC22-CCDC93-C16orf62 complex","LOC412249"
"COMMD1-CCDC22-CCDC93-C16orf62 complex","LOC408609"
"COMMD1-CCDC22-CCDC93-C16orf62 complex","411237"
"COMMD1-CCDC93-C16orf62 complex","LOC408609"
"COMMD1-CCDC93-C16orf62 complex","411237"
"Condensin I-PARP-1-XRCC1 complex","412832"
"Condensin I-PARP-1-XRCC1 complex","552095"
"Condensin I-PARP-1-XRCC1 complex","LOC100577027"
"Condensin I-PARP-1-XRCC1 complex","LOC412035"
"Condensin I-PARP-1-XRCC1 complex","413691"
"Condensin I-PARP-1-XRCC1 complex","413418"
"Condensin II","412832"
"Condensin II","LOC100578339"
"Condensin II","LOC100576754"
"Condensin II","413418"
"COP9 signalosome complex","409062"
"COP9 signalosome complex","724451"
"COP9 signalosome complex","551410"
"COP9 signalosome complex","LOC409357"
"COP9 signalosome complex","410195"
"COP9 signalosome complex","408424"
"COP9 signalosome complex","LOC551284"
"COP9 signalosome complex","LOC552384"
"COPRS-PRMT5-RUNX1-CBFB complex","410664"
"COPRS-PRMT5-RUNX1-CBFB complex","410347"
"CORVET complex","LOC409620"
"CORVET complex","411886"
"CORVET complex","409117"
"CORVET complex","LOC410493"
"CORVET complex","LOC413525"
"CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex","552140"
"CPSF6-EWSR1-ITCH-NUDT21-POLR2A-UBAP2L complex","LOC550829"
"CPSF6-ITCH-NUDT21-POLR2A complex","552140"
"CPSF6-ITCH-NUDT21-POLR2A complex","LOC550829"
"CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex","552140"
"CPSF6-ITCH-NUDT21-POLR2A-UBAP2L complex","LOC550829"
"CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase","408691"
"CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase","LOC412593"
"CRBN-DDB1-CUL4A-RBX1 E3 ubiquitin ligase","LOC411797"
"CRM1-RAN-PHAX-CBC complex (cap binding complex)","413018"
"CRM1-RAN-PHAX-CBC complex (cap binding complex)","413877"
"CRM1-RAN-PHAX-CBC complex (cap binding complex)","410280"
"CRM1-RAN-PHAX-CBC complex (cap binding complex)","409476"
"CRM1-RAN-PHAX-CBC complex (cap binding complex)","LOC409229"
"CRM1-Survivin mitotic complex","413018"
"CRM1-Survivin mitotic complex","409405"
"CRM1-Survivin-AuroraB mitotic complex","413018"
"CRM1-Survivin-AuroraB mitotic complex","409405"
"CRSP complex","413179"
"CRSP complex","LOC552794"
"CRSP complex","408458"
"CRSP complex","552449"
"CRSP complex","412578"
"CRSP complex","411545"
"CRSP complex","411043"
"CRSP complex","LOC412332"
"CRSP-Mediator 2 complex","413179"
"CRSP-Mediator 2 complex","LOC552794"
"CRSP-Mediator 2 complex","408458"
"CRSP-Mediator 2 complex","552449"
"CRSP-Mediator 2 complex","408728"
"CRSP-Mediator 2 complex","413520"
"CRSP-Mediator 2 complex","411043"
"CRSP-Mediator 2 complex","LOC412332"
"CRSP-Mediator 2 complex","551212"
"CS-MAP3K7IP1-MAP3K7IP2 complex","410059"
"CS-MAP3K7IP1-MAP3K7IP2 complex","LOC411720"
"CSA complex","409062"
"CSA complex","408691"
"CSA complex","LOC409357"
"CSA complex","LOC412593"
"CSA complex","410195"
"CSA complex","551410"
"CSA complex","408424"
"CSA complex","LOC551284"
"CSA complex","LOC552384"
"CSA-POLIIa complex","LOC550829"
"CSA-POLIIa complex","409062"
"CSA-POLIIa complex","408691"
"CSA-POLIIa complex","LOC409357"
"CSA-POLIIa complex","LOC412593"
"CSA-POLIIa complex","410195"
"CSA-POLIIa complex","551410"
"CSA-POLIIa complex","408424"
"CSA-POLIIa complex","LOC551284"
"CSA-POLIIa complex","LOC552384"
"CtBP complex","726469"
"CtBP complex","100577174"
"CTF18-cohesion-RFC complex","726016"
"CTF18-cohesion-RFC complex","LOC726018"
"CTF18-cohesion-RFC complex","LOC551540"
"CTF18-cohesion-RFC complex","410266"
"CTF18-cohesion-RFC complex","551990"
"CTF18-cohesion-RFC complex","726742"
"CTF18-cohesion-RFC complex","725013"
"CTF18-cohesion-RFC-POLH complex","726016"
"CTF18-cohesion-RFC-POLH complex","LOC726018"
"CTF18-cohesion-RFC-POLH complex","LOC551540"
"CTF18-cohesion-RFC-POLH complex","410266"
"CTF18-cohesion-RFC-POLH complex","551990"
"CTF18-cohesion-RFC-POLH complex","726742"
"CTF18-cohesion-RFC-POLH complex","725013"
"CTF18-cohesion-RFC-POLH complex","LOC726583"
"CTF18-CTF8-DCC1 complex","726016"
"CTF18-CTF8-DCC1 complex","726742"
"CTF18-CTF8-DCC1 complex","725013"
"CTF18-CTF8-DCC1-RFC3 complex","726016"
"CTF18-CTF8-DCC1-RFC3 complex","551990"
"CTF18-CTF8-DCC1-RFC3 complex","726742"
"CTF18-CTF8-DCC1-RFC3 complex","725013"
"CTLH complex","411683"
"CTLH complex","LOC726667"
"CTLH complex","LOC552542"
"CTNNAL1-CTNNB1 complex","408399"
"CTNNAL1-CTNNB1 complex","LOC552017"
"CTNNB1-GID8 complex","408399"
"CTNNB1-GID8 complex","409454"
"Cubam complex","LOC411053"
"Cubam complex","LOC100577135"
"CUL4A-DDB1-DTL complex","LOC412593"
"CUL4A-DDB1-DTL complex","412472"
"CUL4A-DDB1-EED complex","LOC551412"
"CUL4A-DDB1-EED complex","LOC412593"
"CUL4A-DDB1-WDR57 complex","LOC412593"
"CUL4A-DDB1-WDR57 complex","552715"
"CUL4B-DDB1-DTL-CSN complex","409062"
"CUL4B-DDB1-DTL-CSN complex","LOC409357"
"CUL4B-DDB1-DTL-CSN complex","LOC412593"
"CUL4B-DDB1-DTL-CSN complex","412472"
"CUL4B-DDB1-GRWD1 complex","LOC412593"
"CUL4B-DDB1-GRWD1 complex","LOC726110"
"CUL4B-DDB1-WDR26 complex","LOC412593"
"CUL4B-DDB1-WDR26 complex","LOC724976"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","413605"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","551757"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","100578782"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","726777"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","726747"
"Cytochrome bc1-complex (EC 1.10.2.2), mitochondrial","552671"
"Cytochrome c oxidase, mitochondrial","408837"
"Cytochrome c oxidase, mitochondrial","552610"
"Cytochrome c oxidase, mitochondrial","LOC726297"
"Cytochrome c oxidase, mitochondrial","100359410"
"Cytochrome c oxidase, mitochondrial","413781"
"Cytochrome c oxidase, mitochondrial","410617"
"Cytochrome c oxidase, mitochondrial","552802"
"Cytochrome c oxidase, mitochondrial","LOC726569"
"Cytochrome c oxidase, mitochondrial","LOC726259"
"DA complex","LOC550692"
"DA complex","409735"
"DA complex","550665"
"DA complex","724502"
"DA complex","102653702"
"DA complex","410305"
"DA complex","409906"
"DAB complex","LOC550692"
"DAB complex","409735"
"DAB complex","550665"
"DAB complex","411965"
"DAB complex","724502"
"DAB complex","102653702"
"DAB complex","410305"
"DAB complex","409906"
"DAD1-DDOST-RPN1-RPN2 complex","727568"
"DAD1-DDOST-RPN1-RPN2 complex","Rpn1"
"DAD1-DDOST-RPN1-RPN2 complex","LOC412045"
"DAD1-DDOST-RPN1-RPN2 complex","552051"
"DDB2 complex","409062"
"DDB2 complex","408691"
"DDB2 complex","LOC409357"
"DDB2 complex","LOC412593"
"DDB2 complex","410195"
"DDB2 complex","551410"
"DDB2 complex","408424"
"DDB2 complex","LOC551284"
"DDB2 complex","LOC552384"
"DDX11-Ctf18-RFC complex","LOC409871"
"DDX11-Ctf18-RFC complex","727275"
"DDX11-Ctf18-RFC complex","LOC552245"
"DDX11-Ctf18-RFC complex","726742"
"DDX11-Ctf18-RFC complex","725013"
"DDX11-RAD21-SMC1A-SMC3 complex","411619"
"DDX11-RAD21-SMC1A-SMC3 complex","411589"
"DDX11-RAD21-SMC1A-SMC3 complex","410217"
"DDX27-PeBoW complex","724129"
"DDX27-PeBoW complex","LOC551531"
"DDX27-PeBoW complex","726537"
"DDX27-PeBoW complex","LOC413404"
"DEAF1- complex","LOC412296"
"DEAF1- complex","LOC552680"
"DEAF1- complex","LOC552750"
"Decapping complex","LOC552206"
"Decapping complex","413099"
"Decapping complex","412521"
"Decapping complex","409092"
"DGCR8 multiprotein complex","Hsc70-3"
"DGCR8 multiprotein complex","413074"
"DGCR8 multiprotein complex","LOC414009"
"DHDDS-NUS1 complex","LOC551358"
"DHDDS-NUS1 complex","LOC724564"
"DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex","LOC552680"
"DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex","LOC552750"
"DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex","LOC552548"
"DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex","412111"
"DHX9-ADAR-vigilin-DNA-PK-Ku antigen complex","413074"
"DLG5-SORBS3-CTNNB1 complex","408399"
"DLG5-SORBS3-CTNNB1 complex","LOC410178"
"DMAP1-associated complex","724519"
"DMAP1-associated complex","413341"
"DMAP1-associated complex","411727"
"DMAP1-associated complex","408575"
"DMAP1-associated complex","726816"
"DMAP1-associated complex","409544"
"DMAP1-associated complex","410502"
"DNA double-strand break end-joining complex","LOC552680"
"DNA double-strand break end-joining complex","LOC552750"
"DNA double-strand break end-joining complex","LOC726551"
"DNA double-strand break end-joining complex","102654398"
"DNA double-strand break end-joining complex","LOC726642"
"DNA ligase III-XRCC1 complex","LOC100577027"
"DNA ligase III-XRCC1 complex","413086"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","LOC724170"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","LOC100577027"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","413086"
"DNA ligase III-XRCC1-PNK-DNA-pol III multiprotein complex","LOC552254"
"DNA ligase IV-condensin complex","412832"
"DNA ligase IV-condensin complex","LOC726551"
"DNA ligase IV-condensin complex","413418"
"DNA ligase IV-XRCC1 complex","LOC100577027"
"DNA ligase IV-XRCC1 complex","LOC726551"
"DNA ligase IV-XRCC4 complex","LOC726551"
"DNA ligase IV-XRCC4 complex","102654398"
"DNA ligase IV-XRCC4-AHNK complex","LOC726551"
"DNA ligase IV-XRCC4-AHNK complex","102654398"
"DNA ligase IV-XRCC4-PNK complex","LOC726551"
"DNA ligase IV-XRCC4-PNK complex","102654398"
"DNA ligase IV-XRCC4-PNK complex","LOC552254"
"DNA ligase IV-XRCC4-XLF complex","LOC726551"
"DNA ligase IV-XRCC4-XLF complex","102654398"
"DNA polymerase alpha-primase complex","LOC725611"
"DNA polymerase alpha-primase complex","LOC726227"
"DNA polymerase alpha-primase complex","551739"
"DNA polymerase alpha-primase complex","LOC724926"
"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","LOC552663"
"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","LOC724170"
"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","LOC100577027"
"DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1","413086"
"DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","LOC552663"
"DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","LOC724170"
"DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","LOC100577027"
"DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1","413086"
"DNA synthesome complex (17 subunits)","LOC725611"
"DNA synthesome complex (17 subunits)","727275"
"DNA synthesome complex (17 subunits)","LOC725934"
"DNA synthesome complex (17 subunits)","LOC551398"
"DNA synthesome complex (17 subunits)","LOC413807"
"DNA synthesome complex (17 subunits)","LOC726227"
"DNA synthesome complex (17 subunits)","551739"
"DNA synthesome complex (17 subunits)","724891"
"DNA synthesome complex (17 subunits)","LOC409673"
"DNA synthesome complex (17 subunits)","LOC724926"
"DNA synthesome complex (17 subunits)","LOC100578479"
"DNA synthesome complex (17 subunits)","LOC725835"
"DNA synthesome complex (17 subunits)","726923"
"DNA-PK-Ku complex","LOC552680"
"DNA-PK-Ku complex","LOC552750"
"DNA-PK-Ku complex","LOC552548"
"DNA-PK-Ku-eIF2-NF90-NF45 complex","LOC726500"
"DNA-PK-Ku-eIF2-NF90-NF45 complex","LOC552680"
"DNA-PK-Ku-eIF2-NF90-NF45 complex","LOC552750"
"DNA-PK-Ku-eIF2-NF90-NF45 complex","LOC100578660"
"DNA-PK-Ku-eIF2-NF90-NF45 complex","LOC552548"
"DNA-PK-Ku-eIF2-NF90-NF45 complex","552452"
"DNM1L-FIS1 complex","411472"
"DNM1L-FIS1 complex","551255"
"DNMT3B complex","412832"
"DNMT3B complex","413418"
"Dolichol-phosphate mannose (DPM) synthase","409115"
"Dolichol-phosphate mannose (DPM) synthase","727186"
"DRIP complex","413179"
"DRIP complex","LOC552794"
"DRIP complex","408458"
"DRIP complex","552449"
"DRIP complex","413520"
"DRIP complex","411043"
"DRIP complex","LOC412332"
"DRIP complex","551212"
"DSIF complex (DRB sensitivity-inducing factor complex)","LOC413814"
"DSIF complex (DRB sensitivity-inducing factor complex)","552076"
"DSS1 complex","LOC724923"
"DSS1 complex","LOC413625"
"DSS1 complex","INTS8"
"DSS1 complex","551396"
"DSS1 complex","725596"
"DSS1 complex","LOC551355"
"DSS1 complex","408836"
"DSS1 complex","413351"
"DSS1 complex","551745"
"DTNBP1(1A)-HDAC3 complex","412350"
"DTNBP1(1A)-HDAC3 complex","551978"
"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)","LOC725207"
"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)","LOC413931"
"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)","409581"
"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)","102656311"
"Dynactin complex (DCTN1, DCTN2, DCTN3, DCTN4, DCTN6, CAPZA1, CAPZB, ACTR1A)","412267"
"Dynein-2 complex, cytoplasmic","551652"
"Dynein-2 complex, cytoplasmic","412375"
"Dynein-2 complex, cytoplasmic","LOC411639"
"Dynein-2 complex, cytoplasmic","LOC726015"
"Dynein-2 complex, cytoplasmic","726176"
